Aligning Keywords from Long Form Prose to Controlled Vocabulary,"HIVE-4-MAT is a linked-data, automatic indexing application for vocabularies related to material science. In the past few months, work has been done to improve the performance of the keyword alignment algorithm so that it is faster, more accurate, and more flexible at the expense of precision. This presentation reports on the lessons learned in the process of refactoring this keyword alignment algorithm. Since HIVE-4-MAT has a somewhat broad scope, it provides a good use case for analyzing a keyword alignment pipeline from raw article text scraping to keyword extraction to keyword matching and alignment. The presentation will touch topics such as common pitfalls of web scraping, different strategies for preparing raw text for keyword extraction, the differences in goals between keyword extraction and keyword alignment, and the potential benefits and drawbacks of utilizing the concept of string distance in keyword alignment algorithms."
Beyond Band-Aids: Rethinking Accessibility Widgets,"Third-party accessibility widgets are often advertised as a quick fix to make your website accessible. The truth is that no third-party widget can replace a fundamental commitment to designing and maintaining accessible web content… But is there another use case for this kind of tool? We recently launched our twist on the “band-aid” accessibility widget: a set of optional tools to increase perceptibility of our main library website, with a special focus on features for neurodiverse users, such as a dyslexic-friendly font. A conversation with a disability advocacy student group inspired us to build this open-source widget that cedes some control over our site design to the user to improve accessibility, readability, and their overall experience. These features are a step toward ensuring that our diverse population of users has equitable access to our website content. In this talk, we’ll discuss how we used universal design principles to design this widget, give a demonstration, and share user feedback."
"Everything old is new again : What we could have learned from a book on COBOL from 1976, but didn’t","Tech culture so often focuses on the future, it is easy to forget technology has a past. Yet, the long term history of software development, and the short term history of specific technologies, can provide a context to help us better understand our present situations, and inform our future choices.
Using an 1976 book on writing better COBOL as a guide, this talk explores the ways ""new"" ideas are old, how ""bad"" ideas were good (in their context), and how we might use those insights to better navigate a tech zeitgeist that insists on throwing out the old again and again and again."
Code4Bib&#58; Using APIs to identify publications that analyze research data held in a large social science domain repository,"The Inter-university Consortium for Political and Social Research (ICPSR) maintains the ICPSR Bibliography of Data-related Literature. The Bibliography, created in 1999, catalogs the usage of ICPSR data in research and hosts over 110,000 citations. The Bibliography is continually updated by a group of five information professionals who identify instances of ICPSR data usage in various publications. The process of discovering possible publications for inclusion in the Bibliography is quite labor-intensive due to the lack of data citation consistency. In an effort to increase discovery and decrease human intervention in searching, the Bibliography team has incorporated the use of indexer APIs to mine the literature for ICPSR data use. This poster will outline the challenges in identifying data usage in the literature, demonstrate the API code and workflow, and discuss possibilities for future enhancements to automated methods of finding data-related publications."
Automating FAST subject heading assignment in the repository - some initial challenges,"In this experiment with Python and FAST subject headings, an undergraduate student at Columbia University developed a program to take PDF inputs, extract the OCR, find frequent terms, and query them against FAST subject headings. Dissertations from the 1950s were used as the test set of documents. The resulting matches are exported from the program as a CSV which can be utilized in cataloging workflows within Academic Commons, the Columbia University institutional repository.

While the suggested FAST heading results were sometimes quirky, the project was very useful in mapping out the mechanics of how computer-mediated subject heading assignment might look in the near future. It was also useful in highlighting the continued need for human review and intervention in cataloging."
GenAI4Lib&#58; A Practical Introduction to Large Language Models,"The developers from the Digital Products & Data Curation workgroup at Northwestern University Libraries are proposing an immersive, full-day workshop designed to introduce and deepen your understanding of Large Language Models (LLMs) in the context of library services and operations. In “GenAI4Lib,” participants will learn from practitioners with firsthand experience creating, configuring, and deploying LLM-centric applications on the web.

- Real World Insights: Gain “behind-the-scenes” access to Northwestern University Library's
Digital Collections chat prototype to explore LLM content generation using state-of-the-art
commercial models
- Comprehensive Overview: Understand the current capabilities of generative AI models,
both open-source and commercial, and develop an intuition for the numerous factors that
can influence LLM output
- Direct Interaction: Learn how to use LLMs to generate content locally with open-source
models
- Innovative Techniques: Discover how Retrieval Augmented Generation (RAG) can ground
LLMs in institutional data, addressing issues like ""hallucination"""
Automating Metadata Hygiene to Improve Economic Research Discoverability,"Fed in Print is an application indexing papers, publications, and speeches from twelve Federal Reserve Banks and the Board of Governors. By presenting metadata to larger discovery services, including Research Papers in Economics (RePEc), Fed in Print serves as a discoverability driver for Federal Reserve System research. As a service indexing roughly fifty thousand resources to date, link rot is a stubborn problem for the application; content migrations cause links to break. This talk will report on a long-term project in progress, revealing tools and considerations that can be helpful in designing similar projects. Utilizing the recently deployed Fed in Print API, more than fifty thousand file URLs indexed in the application were tested for 404 (“resource not found”) errors and other discoverability problems. The broken URLs have been divided among collaborators throughout the Federal Reserve System. This talk will focus not only on the tools involved, but also project complications and benefits. Tools include Python, Postman, Excel, and Teams. Complications include coding challenges and individual capacity limitations. Benefits other than greater discoverability include API bug detection and, hopefully, initiation of proactive conversations between librarians and content professionals responsible for publishing material indexed in the application before future migrations."
Lessons learned: How to get traction with AI and start building,"Getting a grip on AI takes time, but after iterating through our first AI project, a method of comparing MARC records, we’ve gained enough skills and perspective to begin leveraging AI as a potential tool in our technology stack. There are many paths for incorporating AI, building a model from scratch, fine-tuning an existing model, or using a large language model through an API. However, we’ve learned through success and failure that there is a lot to consider before jumping into a solution. In this talk we’ll discuss how we’ve gotten up to speed, changed the way we collaborate, and the questions we now ask ourselves first when we consider using AI for a problem. We’ll talk about our current process for working with AI, and wrap up by sharing our ongoing AI work."
What You Can Do With Word Counts&#58; Learning the Basics of Text Analysis with Constellate,"Constellate offers a comprehensive and easily accessible program that helps your community develop text analysis and data mining competencies, along with related skills, through multiple modes of learning and hands-on application with tens of millions of texts from JSTOR, Portico, and other open source providers. In this workshop, Nathan Kelber (Constellate Education Manager) and Matt Lincoln (Senior Software Engineer) will introduce Constellate and discuss its teaching and learning focus. We will then preview upcoming new features, including new tools for doing deep dives into individual documents. In the latter half of the session we will demonstrate some text analysis with Python in the Constellate Lab and discuss how to use your own Jupyter notebooks."
kwalk: a simple program to crosswalk metadata for repository uploads,"Kwalk is a program that lets us write a simple crosswalk that we can apply to each batch of metadata as we receive it and have multiple crosswalks for multiple projects as we work on them in an intermixed fashion. The program allows us to apply special functions to modify date formats, combine literal and field name text, generate uniform upload URLs, and much more.

University of Chicago’s Center for Digital Scholarship has been utilizing this program to better edit metadata for batch upload to Knowledge@UChicago. There are plans to share this software in the future as it is platform agnostic and has a potential wide range of use cases."
Engaging in peer-to-peer teaching and learning: Students as Collaborators with the Library,"This poster presentation showcases student-initiated projects related to coding in libraries. The authors share their perspectives on creating supportive environments that empower students to pursue personal projects while contributing to the library’s mission. The presentation includes examples of peer-to-peer teaching and learning from multiple institutions that help build technical and coding fluency in students. The poster provides strategies for building an atmosphere that encourages student engagement, which viewers can use to implement student programs at their institution."
Building an open source single-search discovery implementation,"Lehigh University implemented and user tested a new single-search discovery experience this year, with the goal to simplify our library homepage with a single search box and a (default) results page that brings together resources from all of our public-facing platforms.  We prototyped new functionality and integrations on the VuFind platform, and A/B tested variations with our stakeholders to find a UX that worked.  New features we developed and contributed to the open source community include database recommendations that pull from both the article results and the A-Z list, a suggested librarian based on bibliographic call number ranges, and various UX improvements to VuFind’s existing combined search.  Data sources include open source platforms – FOLIO, ReShare, Islandora – as well as EDS, EBSCO Publication Finder and LibGuides A-Z Databases.  The poster will show the various integrations and UX improvements, including those that came from testing, and what we have planned next."
Designing Digital Directives,"The Permanent Legacy Foundation has implemented the first iteration of a legacy planning tool in our preservation-focused cloud storage platform. This tool allows our users to leave instructions to pass on their archive to a designated steward after their death or incapacitation. We see these instructions (directives) as a key part of our mission to preserve the digital legacy of all people. In this poster, we will share our understandings of digital legacy and highlight some foundational design principles for developing digital directives practices and/or mechanisms. We will examine our approach to building a tool that supports legacy planning on Permanent.org, in particular the user feedback that we sought and learned from along the way, and describe the schema and administrative settings we’ve created to support this feature in our platform. Finally, the poster will engage with challenges facing this existing system and our plans for future work."
Institution repository collection development with web scraping,"Many institutions report low rates of self-archiving with their institutional repositories, requiring repository managers to actively seek content to expand collections. This presentation discusses a method for collecting articles and metadata from open repositories using Beautiful Soup and Selenium as web scraping tools. Thousands of articles and corresponding descriptive metadata were quickly and easily added to an IR using this method, increasing visibility of research and engagement with the IR."
Exploring the Flip Side of Explainable AI:  Unexplained Expert Systems and Cultural Acceptance for the Unexplained,"Current buzz about artificial intelligence tends to present the excitement as coming from technological advances like speed to allow a real time conversation and better quality responses from chatbots and generative artificial intelligence.  This talk explores how cultural expectations, rather than technology, may be what recently reached a tipping point to put artificial intelligence into the public spotlight.  From a non-technological perspective, explainability is a major difference between machine learning and traditional software which encoded and applied logical rules.  Popular acceptance and embrace of machine learning requires a comfort level with not having an explanation for why the software does what it does.  This talk explores how past developments in how we interact with traditional software accustomed the general public to not getting an explanation, even for very explainable software.  Technology tools like skip logic in forms prevent us seeing the big picture within a logical system.  Cloud computing primed us to expect updates over time and accept constant changes outside our control to tools that we use daily.  When even imminently explainable software is not explained, explainability no longer matters.  This opens the way for the public to embrace machine learning."
M-PABI&#58; A Database Model for the Extended Specimens of a Pathogen Biorepository,"Natural history collections serve as vital infrastructure for monitoring and combating emerging zoonotic diseases by documenting wildlife-pathogen interactions through time and space. Flexible and searchable databases are essential for storing and facilitating access to the object data, preparation types, and collection occurrences that document the full story of the extended specimens within these collections. This poster presents the development of a Specify database and Darwin Core metadata schema for the Michigan Pathogen Biorepository (M-PABI), addressing this need for accommodating various specimen data types and complex host-pathogen relationships. The challenges and solutions discussed provide insights into creating flexible data architectures applicable to interconnected organismal collections. Holistic databases such as the one detailed here can enable interdisciplinary collaboration, open science, and enhanced pathogen surveillance, ultimately contributing to zoonotic resilience and biodiversity research."
"Creating Accessible Documents As Non-Authors: Tools, Strategies, & The False Idol of AI","Documents are only accessible if all users can examine their contents, yet many of the ""openly accessible” articles, books, and documents at libraries are often not compatible with text-to-speech readers, preventing low-vision users from accessing their information. The barrier to uploading accessible material is high, as making these documents accessible for low-vision users can be an arduous task for those who are not authors of the material, and there is little recognition when it is performed by either the author or library staff. As a result, accessibility work is often done haphazardly, leaving large swathes of online library content inaccessible for low-vision users. Grappling with this as I worked on projects with my University’s Institutional Repository, I performed a research project to examine our accessibility workflows and update them to be more rigorous and time efficient. In a talk targeted at fellow time-pressed accessibility advocates, I will discuss what the research tells us makes documents accessible, how to triage accessibility requirements, and the available tools and strategies for making documents accessible efficiently, including several emerging AI based tools which show tremendous promise."
Enhancing Cataloging of Electronic Government Documents with Programming and OpenAI,"The advent of AI products like OpenAI ChatGPT has surged into the learning and library scenes, prompting us to contemplate how to harness these advances to enhance our work and envision the future of our endeavors. Especially within the domain of electronic resources and born-digital materials, developers have utilized their programming skills to extract essential resource descriptors from source files. The fusion of these programming skills with AI technologies empowers metadata and cataloging professionals to redefine and automate their workflows to a certain extent, resulting in increased efficiency.

This presentation aims to demonstrate the experiments we did, utilizing Python and OpenAI APIs to enhance the efficiency of cataloging electronic government publications in the MARC format. We will not only present our ongoing research and discuss the challenges we’ve met but also engage in an insightful dialogue concerning the potential impact of these technologies on the evolution of cataloging practices in the future."
Leveraging AI Tools for Automating Metadata Extraction,"With an increase in the accessibility of Generative AI and Large Language Models (LLM) we now have the ability to apply these tools against a variety of materials, including images, text, and audio.

The UCLA Library is experimenting with applying AI/ML tools against digital materials that would typically require significant human intervention to extract relevant metadata. Examples include text extraction via OCR, interview transcription, and metadata record generation from local digital library objects.

In this discussion we outline our experience applying some of the more common AI tools against a collection of digital library material with complex layouts, with the aim of building a foundation for the creation of a partially or totally automated metadata pipeline.

Topics and tools discussed:

* Optical Character Recognition (OCR) tools
* Named Entity Recognition and related trained models
* Applying LLM tools such as ChatGPT and Bard to extract metadata"
Unique Exhibits and Minimal Infrastructure&#58; Creating Static Digital Collections With CollectionBuilder and GitHub Pages,"Looking for an agile, lightweight approach to developing digital collections and scholarship projects? Participants in this workshop will use the static web framework CollectionBuilder to create a digital collection website that encourages browsing and contextualizing items through timelines, maps, and word cloud visualizations.

The high cost and IT requirements of digital collection platforms are often a barrier to creating and customizing new digital projects. CollectionBuilder is optimized for iterative development and simple hosting solutions, empowering users to take greater ownership over their digital projects and enabling sustainable custom sites on minimal infrastructure. Utilizing well-structured metadata and a directory of digital files, CollectionBuilder employs a Jekyll static web generator to create a website for visualizing and accessing the collection.

Participants will explore a variety of development environments (including GitHub Codespaces as well as Ruby and Jekyll for local development) as they walk through the steps of creating a collection, touching on concepts such as generating derivative images of their digital objects, configuring their collection using YAML and CSV files, and adding interpretive content. Workshop activities will also include setting up GitHub Pages to serve a CollectionBuilder site as well as advanced customization topics such as adding compound objects, customizing CSS, and navigating hosting options."
Build a recomendation engine using AI,"You may have heard of AI tools like ChatGPT and OpenAI, but have you put them to work for your library? This workshop is a gentle introduction to AI by building a recommendation system for library materials.

Our existing online search has helped our users find materials, but they've really only been doing text matching. Now, we can use large language models to do text analysis and AI tools to build recommendations in a different way. In this workshop you can create a simple application for helping patrons find materials they are interested in, but didn't know existed. Along the way we'll build skills to implement similarity searches for other data sets and learn about some useful tools for working with large language models."
Encoding Reparative Description: Developing Tools to Analyze Problematic Finding Aids,"Over the past few years, more archives and archivists have been working on enhanced description projects that can address past inequities, erasure, or incorrect representations in description. This work has been variously described as reparative description, mindful description, conscious editing, and by other names. Whatever it is called, while this work is typically grounded in slow, relationship-based work within and outside of archives, the identification of problems and addressing of changes can benefit from computational approaches. Stemming from the “ReConnect/ReCollect” project at University of Michigan, which has surveyed the extent and legacy of colonial collections extracted from the Philippines since the late nineteenth century, we report on work to analyze more than two hundred finding aids with the development of Python-based analysis tools. We are not advocating for technical solutions to fundamental problems, but we are interested in showing how such automation can help to expand the project of reparative description. Our presentation will report on work by students and faculty at the University of Michigan School of Information, collections managers and curators across the University, and systems managers at these various institutions worked together to aggregate finding aid metadata, analyze that descriptive information for potentially harmful, outdated, or problematic terminology and tone. We conclude with information about the code that we used, and the potential challenges and benefits of adopting automated approaches in the implementation of reparative description."
"Change is Afoot: What WCAG2.2, WCAG3, ..., WCAG9000? Mean for Libraries","As of October 2023, the Web Content Accessibility Guidelines (WCAG) were officially updated to version 2.2. This new W3C recommendation introduces nine new success criteria (ranging from A to AAA) and a handful edits to existing criteria. This talk will discuss the potential implications of WCAG 2.2 for our library web content and provide potential fixes if necessary. Moreover, I will discuss how new WCAG recommendations are crafted, including some preliminary discussion and cautions regarding WCAG3 and the future of the web accessibility."
Cleaning metadata in bulk through batch editing,"Collections of any significant size or age often include data that is not consistent across records. Frequently this data can be normalized by applying a large number of small but similar changes across groups of records. Tools that support bulk changes to groups of records can make this kind of collection maintenance practical without a large investment of time in manually re-cataloging individual records. The Metavus digital collections platform includes a BatchEdit plugin explicitly designed to support this sort of workflow. Records to modify are selected by adding them to a folder, either individually or by adding all the results from a search. For controlled vocabularies, BatchEdit can clear a field entirely, clear specific terms when present, or add specific terms. For fields that contain textual data (e.g., Paragraph, URL, Email, etc), BatchEdit can prepend data, append data, and perform find/replace operations. These operations can be applied in combination to quickly normalize records to follow a consistent set of standards."
Rethinking Digital Asset Management at University of Texas with OCFL in Fedora 6,"We at University of Texas at Austin Libraries are leveraging the standards-based format, OCFL (via Fedora), to create modular and easily maintained digital repositories. To address pain points maintaining, enhancing, and especially migrating our services over the years, we are rethinking how we build them from the ground up. We are using standards-based formats like OCFL to create modular, API-driven repositories that can be upgraded or replaced without compromising the data preserved within. Additionally, over the past few years, we have transitioned to Kubernetes and this has had a large impact on how we look at our app architecture as a whole. We’d like to share our experiences and outcomes reconstructing a repository with this mindset last year, and how we are applying the lessons learned to our current and future projects."
Common Pitfalls of Project Management In Academic Libraries,"Few libraries have a project management office that can carry out their projects in a systematic matter.  Developers, supervisors and technicians are often called upon to conduct their own project management while also doing much of the project work themselves.  In this presentation I will cherry-pick the choicest bits of wisdom from the PMBOK Guide and tailor them for library scenarios where work units are divided into functional departments and project managers serve multiple roles.  I will structure this talk around common issues that arise with library projects and show where project management best practices can be applied to remedy those issues.  Attendees will gain knowledge for successfully planning projects and for controlling work over the course of a project.   For this presentation I will be drawing on the PMI 99-001 standards for project management as well as mixing in a few of my own insights."
Python{4}Lib,"Python{4}Lib is an informal discussion group which meets biweekly over Zoom. The first hour of this workshop will be one of these informal discussions; a lightly guided chat about all things python in GLAM. For the rest of the session, we will focus on a variety of topics related to the python language with an eye towards improving our understanding of concepts as well as learning new things. Topics will adapt based on the attendees' interests, but may include: pymarc, pandas, spaCy, pytest, csvkit, Jupyter Notebooks, typing, common python patterns, powerful but underutilized components in the standard library, (relatively) new python 3 features, asynchronous code, code editor configuration (linting, pylance), and dependency management (virtualenv, poetry, pipenv).

In general, the session is intended for people with some experience programming in python. Novice to intermediate programmers should expect to learn new techniques but also see some familiar code. Beginners may feel a bit lost during conversations, but there will be beginner exercises and instructor assistance available."
An Archivematica-Powered Digital Preservation System for the General Public,"The Permanent Legacy Foundation provides endowment-backed archival cloud storage directly to private individuals and small organizations. We are currently in the process of rebuilding our file processing pipeline. To do so, we will leverage a fully automated Archivematica pipeline in our backend to both improve performance and better adhere to archival best practices. We are exploring different deployment approaches for the best balance of cost, performance, maintainability, and scalability. This poster will cover how we chose Archivematica, our design for integrating it into our processing pipeline, how we might iterate on that design in the future, challenges that have arisen during implementation, and how we plan to present the institutional-grade preservation available through Archivematica to an audience of mostly non-specialist users."
Where should I study? How to help students discover and access the right library study spaces for their needs.,"The University of Michigan Library launched their shiny new website in 2018, and while it was an incredibly successful redesign, there were still a few finishing touches missing. Many well-respected universities, including The University of Cambridge and Harvard University, have implemented a searchable and filterable study space finder to help students on campus find places to study that fit their unique needs, and we wanted to make one too! We designed a prototype, using our design system, of our own study space finder based on an evaluation of similar systems. Our team conducted two rounds of user interviews with 25 U-M students to first assess user needs and generate requirements for our design, and then to evaluate our design with an interactive prototype to ensure it would meet the needs of U-M students. When developed and launched in the near future, we expect this system will be a great resource for the U-M community!"
"One Team, Multiple Initiatives: Project Management and Collaboration Across a Library Team","How does a team balance multiple projects and conflicting priorities? Using the New York Public Library (NYPL)’s eReading team as a case study, this presentation will walk attendees through methods of collaboration and resource sharing from a project management perspective. NYPL has developed multiple eReading apps that are used for different sets of patrons: SimplyE, where patrons from participating libraries can check out and read eBooks on their devices, and Open eBooks, where students at Title I schools can access free eBooks. On our eReading team, developers contribute to both projects, while specialized project and product managers lead each initiative. We will discuss best practices and lessons learned through our project management methods."
Wrangling the Past: Using Python to Prepare Legacy Digital Collections and ETDs for Preservation,"This presentation will explore the ways in which Python scripts, both large and small, are effective tools for normalizing large amounts of data that make up disparate digital collections and preparing them for digital preservation. After setting up a digital preservation program, our institution was faced with a backlog of 33 digital collections, totaling 3.7 TB of data that was generated over the course of 15 years, as well as 17 years’ worth of electronic theses and dissertations (ETDs). We set out to appraise, organize, and package each collection for ingest into our digital preservation repositories with the aid of python scripts. The presenter will detail how digital preservation principles dictated scripting decisions, as well as considerations for implementing similar strategies at other institutions, including building workflows and troubleshooting scripts. The presenter will end with lessons learned from the completion of this large-scale project."
Integrating Digital Library Platforms: The DIY Approach,"What's more frustrating than setting up a library system? Setting up TWO library systems! Especially when they won't talk to each other.

When the Video Game History Foundation started building their library, they had trouble getting their archives management platform (ArchivesSpace) to play nicely with their digital repository (Preservica). While Preservica has built-in integration features for ArchivesSpace, the VGHF team wanted more flexibility and functionality than what the official tools could offer. Using the APIs for both platforms, they developed their own CLI program that gives them more control over how they synchronize metadata.

In this talk, you'll hear from the odd couple of VGHF's library team — an academic librarian and a platform engineer — about how they combined their skillsets to build a tool that worked better than the off-the-shelf solution. Will the engineer learn how to do a MODS crosswalk? Will the librarian learn how to debug Python?"
Multi-Modal Machine Learning to Enhance the Accessibility of Natural History Collections,"University libraries and museums hold vast collections of curated image data that document the natural and social world. While these data are, in theory, accessible to professionals and the general public, in practice, searching archival collections requires technical knowledge and relies on precise scientific terminology, which can be a barrier to its accessibility and broad appeal. Our project aims to enhance the accessibility of natural history collections data through artificial intelligence. We evaluate different “multi-modal” machine learning frameworks – combining insights from natural language processing and computer vision – and compare their performance to human subjects. We then develop a system that unifies collections images and both novice-and expert-level natural language descriptions. We apply our system to museum collections at the Florida Museum of Natural History to assess its effectiveness for querying existing databases. Preliminary findings suggest that larger models may not consistently outperform their smaller counterparts in certain image-to-text tasks. The workflow is transferable to broader text- and image-centric museum and library collections, laying the groundwork for custom natural-language search tools tailored to unique collections."
"Designing a Flexible, Standards-Adherent Date Field for Novices and Professionals","Permanent.org is a cloud-based digital preservation system aimed towards the general public. Though Permanent.org has a date field within its metadata for members to edit the creation date of the files they upload, there are many pain points that result in a somewhat-negative user experience for our members. Permanent strives to create a date field experience that allows for the many use cases of the platform. Balancing the needs of multiple different audiences with dates can be a challenge. Some Permanent.org members are professional archivists who prefer to use specific metadata standards, while a novice member may not know about or care to use a specific standard. People who upload born-digital material may care about the time something was created, whereas a family historian may only know a year or month for an old family photograph. This poster will explore our current progress on redesigning our date field to be flexible enough for our members but still adhere to archival and software best practices and standards for dates."
Teaching coding online to full-time library workers,"My organization developed and ran a free 9-week online class titled ""Fundamentals of Health Data Science"" aimed at an audience of medical librarians. The course covers an introduction to Python in the context of working with a health-related dataset. The course was mostly asynchronous, with a group of 70 learners working on the same topics week-by-week, but we also hired librarians with Python experience to meet with learners and help them with the class. We think this format addresses some of the traditional challenges of completely asynchronous learning (isolation, lack of feedback) and completely synchronous classes (scheduling). This talk would present some background information on the class, the instructional approach we took, the challenges and successes we had, and the outcomes/feedback from class learners and helpers. This class will be repeated in the future, and presenting on it could help us receive more feedback on how to improve it going forward."
